skipA_0_0_6	X	skipA_0_0_5	X	R
skipA_0_0_5	,	skipA_0_0_4	,	R
skipA_0_0_4	0	skipA_0_0_3	0	R
skipA_0_0_4	1	skipA_0_0_3	1	R
skipA_0_0_4	2	skipA_0_0_3	2	R
skipA_0_0_4	3	skipA_0_0_3	3	R
skipA_0_0_3	,	skipA_0_0_2	,	R
skipA_0_0_2	L	skipA_0_0_1	L	R
skipA_0_0_2	R	skipA_0_0_1	R	R
skipA_0_0_1	;	cmpA_0_0	;	R
skipB_0_0_7	,	skipB_0_0_6	,	R
skipB_0_0_6	0	skipB_0_0_5	0	R
skipB_0_0_6	1	skipB_0_0_5	1	R
skipB_0_0_6	2	skipB_0_0_5	2	R
skipB_0_0_6	3	skipB_0_0_5	3	R
skipB_0_0_6	A	skipB_0_0_5	A	R
skipB_0_0_6	X	skipB_0_0_5	X	R
skipB_0_0_5	,	skipB_0_0_4	,	R
skipB_0_0_4	0	skipB_0_0_3	0	R
skipB_0_0_4	1	skipB_0_0_3	1	R
skipB_0_0_4	2	skipB_0_0_3	2	R
skipB_0_0_4	3	skipB_0_0_3	3	R
skipB_0_0_3	,	skipB_0_0_2	,	R
skipB_0_0_2	L	skipB_0_0_1	L	R
skipB_0_0_2	R	skipB_0_0_1	R	R
skipB_0_0_1	;	cmpA_0_0	;	R
cmpA_0_1	0	skip1_0_1	0	R
cmpA_0_1	1	skipA_0_1_9	1	R
cmpA_0_1	2	skipA_0_1_9	2	R
cmpA_0_1	3	skipA_0_1_9	3	R
cmpA_0_1	#	REJECT	#	R
skip1_0_1	,	cmpB_0_1	,	R
cmpB_0_1	0	skipB_0_1_7	0	R
cmpB_0_1	1	passComma2	1	R
cmpB_0_1	2	skipB_0_1_7	2	R
cmpB_0_1	3	skipB_0_1_7	3	R
skipA_0_1_9	,	skipA_0_1_8	,	R
skipA_0_1_8	0	skipA_0_1_7	0	R
skipA_0_1_8	1	skipA_0_1_7	1	R
skipA_0_1_8	2	skipA_0_1_7	2	R
skipA_0_1_8	3	skipA_0_1_7	3	R
skipA_0_1_7	,	skipA_0_1_6	,	R
skipA_0_1_6	0	skipA_0_1_5	0	R
skipA_0_1_6	1	skipA_0_1_5	1	R
skipA_0_1_6	2	skipA_0_1_5	2	R
skipA_0_1_6	3	skipA_0_1_5	3	R
skipA_0_1_6	A	skipA_0_1_5	A	R
skipA_0_1_6	X	skipA_0_1_5	X	R
skipA_0_1_5	,	skipA_0_1_4	,	R
skipA_0_1_4	0	skipA_0_1_3	0	R
skipA_0_1_4	1	skipA_0_1_3	1	R
skipA_0_1_4	2	skipA_0_1_3	2	R
skipA_0_1_4	3	skipA_0_1_3	3	R
skipA_0_1_3	,	skipA_0_1_2	,	R
skipA_0_1_2	L	skipA_0_1_1	L	R
skipA_0_1_2	R	skipA_0_1_1	R	R
skipA_0_1_1	;	cmpA_0_1	;	R
skipB_0_1_7	,	skipB_0_1_6	,	R
skipB_0_1_6	0	skipB_0_1_5	0	R
skipB_0_1_6	1	skipB_0_1_5	1	R
skipB_0_1_6	2	skipB_0_1_5	2	R
skipB_0_1_6	3	skipB_0_1_5	3	R
skipB_0_1_6	A	skipB_0_1_5	A	R
skipB_0_1_6	X	skipB_0_1_5	X	R
skipB_0_1_5	,	skipB_0_1_4	,	R
skipB_0_1_4	0	skipB_0_1_3	0	R
skipB_0_1_4	1	skipB_0_1_3	1	R
skipB_0_1_4	2	skipB_0_1_3	2	R
skipB_0_1_4	3	skipB_0_1_3	3	R
skipB_0_1_3	,	skipB_0_1_2	,	R
skipB_0_1_2	L	skipB_0_1_1	L	R
skipB_0_1_2	R	skipB_0_1_1	R	R
skipB_0_1_1	;	cmpA_0_1	;	R
cmpA_0_2	0	skip1_0_2	0	R
cmpA_0_2	1	skipA_0_2_9	1	R
cmpA_0_2	2	skipA_0_2_9	2	R
cmpA_0_2	3	skipA_0_2_9	3	R
cmpA_0_2	#	REJECT	#	R
skip1_0_2	,	cmpB_0_2	,	R
cmpB_0_2	0	skipB_0_2_7	0	R
cmpB_0_2	1	skipB_0_2_7	1	R
cmpB_0_2	2	passComma2	2	R
cmpB_0_2	3	skipB_0_2_7	3	R
skipA_0_2_9	,	skipA_0_2_8	,	R
skipA_0_2_8	0	skipA_0_2_7	0	R
skipA_0_2_8	1	skipA_0_2_7	1	R
skipA_0_2_8	2	skipA_0_2_7	2	R
skipA_0_2_8	3	skipA_0_2_7	3	R
skipA_0_2_7	,	skipA_0_2_6	,	R
skipA_0_2_6	0	skipA_0_2_5	0	R
skipA_0_2_6	1	skipA_0_2_5	1	R
skipA_0_2_6	2	skipA_0_2_5	2	R
skipA_0_2_6	3	skipA_0_2_5	3	R
skipA_0_2_6	A	skipA_0_2_5	A	R
skipA_0_2_6	X	skipA_0_2_5	X	R
skipA_0_2_5	,	skipA_0_2_4	,	R
skipA_0_2_4	0	skipA_0_2_3	0	R
skipA_0_2_4	1	skipA_0_2_3	1	R
skipA_0_2_4	2	skipA_0_2_3	2	R
skipA_0_2_4	3	skipA_0_2_3	3	R
skipA_0_2_3	,	skipA_0_2_2	,	R
skipA_0_2_2	L	skipA_0_2_1	L	R
skipA_0_2_2	R	skipA_0_2_1	R	R
skipA_0_2_1	;	cmpA_0_2	;	R
skipB_0_2_7	,	skipB_0_2_6	,	R
skipB_0_2_6	0	skipB_0_2_5	0	R
skipB_0_2_6	1	skipB_0_2_5	1	R
skipB_0_2_6	2	skipB_0_2_5	2	R
skipB_0_2_6	3	skipB_0_2_5	3	R
skipB_0_2_6	A	skipB_0_2_5	A	R
skipB_0_2_6	X	skipB_0_2_5	X	R
skipB_0_2_5	,	skipB_0_2_4	,	R
skipB_0_2_4	0	skipB_0_2_3	0	R
skipB_0_2_4	1	skipB_0_2_3	1	R
skipB_0_2_4	2	skipB_0_2_3	2	R
skipB_0_2_4	3	skipB_0_2_3	3	R
skipB_0_2_3	,	skipB_0_2_2	,	R
skipB_0_2_2	L	skipB_0_2_1	L	R
skipB_0_2_2	R	skipB_0_2_1	R	R
skipB_0_2_1	;	cmpA_0_2	;	R
cmpA_0_3	0	skip1_0_3	0	R
cmpA_0_3	1	skipA_0_3_9	1	R
cmpA_0_3	2	skipA_0_3_9	2	R
cmpA_0_3	3	skipA_0_3_9	3	R
cmpA_0_3	#	REJECT	#	R
skip1_0_3	,	cmpB_0_3	,	R
cmpB_0_3	0	skipB_0_3_7	0	R
cmpB_0_3	1	skipB_0_3_7	1	R
cmpB_0_3	2	skipB_0_3_7	2	R
cmpB_0_3	3	passComma2	3	R
skipA_0_3_9	,	skipA_0_3_8	,	R
skipA_0_3_8	0	skipA_0_3_7	0	R
skipA_0_3_8	1	skipA_0_3_7	1	R
skipA_0_3_8	2	skipA_0_3_7	2	R
skipA_0_3_8	3	skipA_0_3_7	3	R
skipA_0_3_7	,	skipA_0_3_6	,	R
skipA_0_3_6	0	skipA_0_3_5	0	R
skipA_0_3_6	1	skipA_0_3_5	1	R
skipA_0_3_6	2	skipA_0_3_5	2	R
skipA_0_3_6	3	skipA_0_3_5	3	R
skipA_0_3_6	A	skipA_0_3_5	A	R
skipA_0_3_6	X	skipA_0_3_5	X	R
skipA_0_3_5	,	skipA_0_3_4	,	R
skipA_0_3_4	0	skipA_0_3_3	0	R
skipA_0_3_4	1	skipA_0_3_3	1	R
skipA_0_3_4	2	skipA_0_3_3	2	R
skipA_0_3_4	3	skipA_0_3_3	3	R
skipA_0_3_3	,	skipA_0_3_2	,	R
skipA_0_3_2	L	skipA_0_3_1	L	R
skipA_0_3_2	R	skipA_0_3_1	R	R
skipA_0_3_1	;	cmpA_0_3	;	R
skipB_0_3_7	,	skipB_0_3_6	,	R
skipB_0_3_6	0	skipB_0_3_5	0	R
skipB_0_3_6	1	skipB_0_3_5	1	R
skipB_0_3_6	2	skipB_0_3_5	2	R
skipB_0_3_6	3	skipB_0_3_5	3	R
skipB_0_3_6	A	skipB_0_3_5	A	R
skipB_0_3_6	X	skipB_0_3_5	X	R
skipB_0_3_5	,	skipB_0_3_4	,	R
skipB_0_3_4	0	skipB_0_3_3	0	R
skipB_0_3_4	1	skipB_0_3_3	1	R
skipB_0_3_4	2	skipB_0_3_3	2	R
